NVDA,TSLA,AAPL,AMD,GOOGL
40.77,200.84,170.1,98.5,123.94
42.32,205.66,173.28,108.04,126.31
43.5,218.51,176.87,107.83,127.34
45.0,219.96,175.95,112.25,128.95
45.74,219.27,178.52,111.75,130.1
45.95,222.18,181.1,113.45,130.82
46.56,222.11,182.17,113.59,131.69
46.94,209.98,181.69,113.49,130.09
48.32,214.65,185.91,118.59,132.44
48.61,223.71,184.31,116.79,131.94
49.65,237.41,186.95,119.88,133.47
48.88,242.84,187.52,118.0,134.47
49.47,233.59,189.21,119.83,136.77
49.29,234.3,189.19,120.62,135.15
50.4,235.6,190.95,121.53,136.09
49.93,241.2,190.14,119.16,136.81
48.71,234.21,190.81,122.51,138.33
47.77,235.45,189.47,122.31,136.53
48.23,236.08,189.29,122.65,136.25
47.81,246.72,189.9,122.01,137.04
48.13,244.14,188.87,123.85,134.84
46.76,240.08,189.45,121.16,132.38
46.75,238.83,190.74,121.39,131.71
45.5,235.58,188.93,118.57,129.12
46.56,238.72,192.91,118.38,130.84
45.5,239.37,191.81,116.82,129.87
46.59,242.64,193.76,128.37,136.77
47.5,243.84,195.2,128.92,134.84
46.62,239.74,192.67,134.41,133.14
47.65,237.01,194.2,137.61,132.37
48.08,239.29,197.44,138.19,132.42
48.34,251.05,197.59,138.0,131.79
48.88,253.5,197.05,139.15,132.45
50.07,252.08,195.38,138.9,135.64
49.6,257.22,196.42,140.15,136.49
48.1,247.14,194.32,135.47,138.18
48.98,254.5,194.17,139.91,140.26
48.82,252.54,193.09,139.6,141.33
49.27,256.61,192.54,143.41,141.36
49.41,261.44,192.64,146.07,140.21
49.52,253.18,193.07,148.76,140.07
49.52,248.48,192.02,147.41,139.53
48.16,248.42,185.15,138.58,138.01
47.56,238.45,183.77,135.32,138.76
47.99,237.93,181.43,136.01,136.23
49.09,237.49,180.7,138.58,135.57
52.25,240.45,185.07,146.18,138.68
53.13,234.96,184.65,149.26,140.79
54.34,233.94,185.7,148.54,142.12
54.81,227.22,185.1,148.02,141.92
54.7,218.89,185.43,146.56,142.49
56.37,219.91,183.15,158.74,142.33
56.05,215.55,182.2,160.17,141.31
57.1,211.88,188.13,162.67,143.32
59.48,212.19,191.06,174.23,146.21
59.65,208.8,193.38,168.18,145.82
59.87,209.14,194.67,168.42,146.87
61.35,207.83,193.99,178.29,148.53
61.61,182.63,193.66,180.33,151.7
61.02,183.25,191.91,177.25,152.01
62.46,190.93,191.23,177.83,153.33
62.77,191.59,187.55,172.06,151.29
61.52,187.29,183.92,167.69,139.94
63.02,188.86,186.37,170.48,141.0
66.15,187.91,185.36,177.66,142.22
69.32,181.06,187.19,174.23,143.52
68.21,185.1,188.8,167.88,143.93
70.09,187.58,188.91,170.94,145.37
69.63,189.56,187.83,169.35,145.74
72.12,193.57,188.59,172.48,148.83
72.24,188.13,186.9,171.91,147.36
72.12,184.02,184.79,171.54,144.97
73.89,188.71,183.9,178.7,145.77
72.65,200.45,183.61,176.76,142.61
72.6,199.95,182.06,173.87,140.36
69.44,193.76,181.31,165.69,140.96
67.46,194.77,182.07,164.29,142.39
78.53,197.41,184.12,181.86,143.92
78.81,191.97,182.27,176.52,143.79
79.08,199.4,180.91,176.01,137.41
78.69,199.73,182.38,178.0,138.72
77.65,202.04,181.17,176.54,136.22
79.1,201.88,180.51,192.53,138.3
82.27,202.64,179.42,202.64,136.98
85.23,188.14,174.86,205.36,133.2
85.96,180.74,169.89,205.13,132.52
88.69,176.54,168.89,210.63,131.25
92.66,178.65,168.77,211.38,134.23
87.52,175.34,170.5,207.39,135.25
85.77,177.77,172.52,198.39,137.51
91.91,177.54,173.0,202.76,138.34
90.88,169.48,170.9,194.79,139.63
87.94,162.5,172.77,187.06,142.94
87.83,163.57,172.39,191.06,141.02
88.45,173.8,173.48,190.65,147.51
89.39,171.32,175.84,181.42,146.86
90.36,175.66,178.43,179.73,148.57
91.43,172.82,171.14,178.68,147.43
94.28,170.83,172.05,179.65,150.6
94.99,172.63,170.62,178.63,149.9
92.55,177.67,169.48,177.87,150.5
90.24,179.83,173.08,179.59,150.7
90.35,175.79,171.25,180.49,150.76
90.36,175.22,169.8,183.34,155.31
89.44,166.63,168.61,178.7,154.38
88.96,168.38,169.42,180.77,154.74
85.9,171.11,168.59,165.83,150.36
88.0,164.9,169.35,170.42,152.33
87.13,172.98,168.22,169.9,154.67
85.35,176.88,169.44,170.78,156.42
87.03,171.76,167.55,167.14,155.96
90.61,174.6,174.8,170.5,159.23
88.18,171.05,176.31,163.28,157.55
85.99,161.48,172.46,160.32,154.68
87.41,157.11,169.15,163.46,154.22
84.03,155.45,167.77,154.02,155.29
84.66,149.93,166.81,155.08,155.83
76.19,147.05,164.78,146.64,153.91
79.51,142.05,165.62,148.64,156.1
82.42,144.68,166.67,152.27,158.08
79.67,162.13,168.79,151.74,158.95
82.63,170.18,169.66,153.76,155.82
87.73,168.29,169.07,157.4,171.75
87.75,194.05,173.26,160.2,165.96
86.39,183.28,170.1,158.38,162.59
83.03,179.99,169.07,144.27,163.67
85.81,180.01,172.8,146.16,166.43
88.78,181.19,183.13,150.6,167.05
92.13,184.76,181.46,155.78,167.91
90.55,177.81,182.15,154.43,171.05
90.4,174.72,182.49,153.62,169.19
88.74,171.97,184.32,152.39,169.77
89.87,168.47,183.05,151.92,168.46
90.39,171.89,186.28,150.56,168.95
91.35,177.55,187.43,153.16,170.14
94.62,173.99,189.72,159.67,172.31
94.35,174.84,189.84,162.62,173.98
92.47,177.46,189.87,164.47,175.86
94.77,174.95,191.04,166.33,176.72
95.38,186.6,192.35,164.66,177.65
94.94,180.11,190.9,165.52,176.18
103.79,173.74,186.88,160.43,173.35
106.46,179.24,189.98,166.36,174.79
113.89,176.75,189.99,171.61,176.2
114.82,176.19,190.29,165.14,175.7
110.49,178.79,191.29,166.75,171.91
109.62,178.08,192.25,166.9,172.3
114.99,176.29,194.03,163.55,172.97
116.43,174.77,194.35,159.99,173.59
122.43,175.0,195.87,166.17,175.21
120.99,177.94,194.48,166.78,176.53
120.88,177.48,196.89,167.87,174.26
121.78,173.79,193.12,160.34,175.01
120.91,170.66,207.15,158.96,176.62
125.2,177.29,213.07,160.24,177.79
129.61,182.47,214.24,159.9,175.16
131.88,178.01,212.49,159.63,176.79
130.98,187.44,216.67,158.4,177.24
135.58,184.86,214.29,154.63,175.09
130.78,181.57,209.68,161.78,176.3
126.3347,181.295,210.35,160.2505,178.5999
